序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息
3191,600120,浙江东方,5.02,0.6,0.03,524299.0,261810961.0,2.61,5.05,4.92,4.98,4.99,0.48,1.54,30.74,1.1,17145215090.0,17145215090.0,0.0,0.0,35.31,42.21,多元金融
3192,000869,张  裕Ａ,23.43,0.6,0.14,10976.0,25658916.0,0.99,23.47,23.24,23.29,23.29,0.68,0.24,52.71,1.49,15740833977.0,10662859332.0,-0.04,-0.09,11.73,-0.89,酿酒行业
3193,301297,富乐德,48.57,0.6,0.29,123694.0,584954409.88,5.14,48.6,46.12,48.35,48.28,0.84,8.94,155.2,11.23,16435602300.0,6721602300.0,0.0,0.46,132.95,80.69,半导体
3194,300766,每日互动,15.08,0.6,0.09,208818.0,311150157.4,4.8,15.24,14.52,14.9,14.99,0.8,5.87,698.95,3.66,5913965176.0,5363549413.0,0.0,0.07,42.53,-2.27,互联网服务
3195,601968,宝钢包装,5.03,0.6,0.03,71976.0,36032283.0,2.2,5.06,4.95,5.0,5.0,0.87,0.64,27.23,1.5,5699187045.0,5699187045.0,0.0,0.2,10.55,0.8,包装材料
3196,603385,惠达卫浴,6.73,0.6,0.04,30307.0,20444984.0,3.29,6.87,6.65,6.75,6.69,0.62,0.8,20.56,0.68,2561875235.0,2561875235.0,0.0,0.15,30.93,-15.98,装修装饰
3197,002454,松芝股份,6.73,0.6,0.04,71433.0,48160590.5,2.99,6.86,6.66,6.76,6.69,0.86,1.14,22.39,1.08,4230354168.0,4219570204.0,0.15,0.15,20.83,-9.66,汽车零部件
3198,603153,上海建科,18.52,0.6,0.11,29415.0,54482140.0,2.17,18.75,18.35,18.49,18.41,0.61,2.18,39.86,2.24,7590627683.0,2500200000.0,0.0,0.16,15.1,-11.35,工程咨询服务
3199,000407,胜利股份,3.37,0.6,0.02,116981.0,39325881.36,1.79,3.39,3.33,3.35,3.35,0.58,1.34,20.27,1.01,2965885291.0,2951333715.0,0.0,-0.3,22.55,-5.6,燃气
3200,600525,长园集团,5.06,0.6,0.03,84916.0,43050644.0,2.58,5.15,5.02,5.07,5.03,0.8,0.65,-84.48,1.31,6674368469.0,6651497269.0,0.2,0.2,13.71,-5.42,电网设备
3201,301235,华康医疗,20.24,0.6,0.12,18821.0,38004128.6,2.39,20.46,19.98,20.3,20.12,0.36,3.69,81.64,1.2,2137344000.0,1031268480.0,0.2,0.25,23.26,-20.72,医疗服务
3202,600990,四创电子,21.95,0.6,0.13,45370.0,99611258.0,2.75,22.28,21.68,21.87,21.82,0.78,1.69,-111.25,2.82,5998711373.0,5904828677.0,0.0,0.09,30.81,9.91,通信设备
3203,600976,健民集团,42.25,0.6,0.25,12139.0,51109229.0,1.17,42.4,41.91,42.1,42.0,0.79,0.79,15.11,2.71,6481090850.0,6476865850.0,-0.02,0.09,-3.96,-34.04,中药
3204,002342,巨力索具,3.38,0.6,0.02,179634.0,60631861.0,3.27,3.44,3.33,3.37,3.36,0.92,1.88,-653.57,1.31,3244800000.0,3226852200.0,0.3,0.3,11.18,-21.58,通用设备
3205,300656,民德电子,27.06,0.59,0.16,28368.0,76090124.79,4.68,27.47,26.21,27.01,26.9,0.92,2.27,-340.55,4.14,4630644448.0,3386795450.0,0.0,0.22,47.63,10.45,电子元件
3206,600809,山西汾酒,189.52,0.59,1.12,51005.0,963954692.0,1.58,190.49,187.51,188.41,188.4,1.09,0.42,15.28,6.83,231207619353.0,231207619353.0,-0.03,0.0,14.83,-16.27,酿酒行业
3207,300313,ST天山,6.77,0.59,0.04,56199.0,38366503.13,5.65,7.02,6.64,6.7,6.73,0.95,2.85,-38.17,103.17,2118856971.0,1336078382.0,0.0,-0.73,20.04,-31.2,农牧饲渔
3208,920016,中草香料,22.01,0.59,0.13,9051.0,19720637.24,4.98,22.29,21.2,22.01,21.88,0.97,5.1,38.66,4.89,1694372257.0,390834916.0,-0.32,-0.41,16.76,198.64,化学制品
3209,603198,迎驾贡酒,54.19,0.59,0.32,42209.0,227801804.0,1.24,54.32,53.65,53.87,53.87,0.61,0.53,16.21,4.68,43352000000.0,43352000000.0,0.02,0.0,-1.74,-16.62,酿酒行业
3210,688399,硕世生物,66.1,0.59,0.39,3737.0,24655042.0,3.32,67.58,65.4,65.76,65.71,0.72,0.66,103.61,1.14,3745892420.0,3745892420.0,0.0,0.0,-17.68,21.15,医疗器械
3211,000919,金陵药业,6.78,0.59,0.04,114085.0,76931561.5,2.23,6.81,6.66,6.73,6.74,0.38,1.93,44.44,1.11,4228744498.0,4002637152.0,0.15,0.0,13.38,-12.74,中药
3212,603172,万丰股份,13.63,0.59,0.08,26256.0,35925001.0,4.13,13.96,13.4,13.8,13.55,0.97,5.24,69.55,1.75,1817969400.0,682590400.0,-0.07,0.07,9.74,-22.25,化学原料
3213,002788,鹭燕医药,8.52,0.59,0.05,39386.0,33551349.55,2.13,8.61,8.43,8.54,8.47,0.67,1.03,9.65,1.08,3310162591.0,3251114722.0,-0.12,-0.12,15.14,-1.96,医药商业
3214,600127,金健米业,6.82,0.59,0.04,102641.0,69633250.0,1.92,6.85,6.72,6.82,6.78,0.37,1.6,5056.65,6.31,4376961547.0,4376961547.0,0.15,0.15,6.07,-6.32,农牧饲渔
3215,300141,和顺电气,10.23,0.59,0.06,133939.0,138264426.82,3.74,10.48,10.1,10.16,10.17,0.6,5.3,-3588.46,3.89,2597239458.0,2584811962.0,0.1,0.1,30.48,-1.92,电网设备
3216,301171,易点天下,28.99,0.59,0.17,206513.0,591984723.32,3.23,29.21,28.28,28.95,28.82,0.65,6.69,52.62,3.89,13679972386.0,8951387975.0,-0.14,0.07,117.32,47.61,互联网服务
3217,002553,南方精工,13.65,0.59,0.08,142779.0,194539466.0,3.46,13.87,13.4,13.5,13.57,0.68,5.69,76.77,4.11,4750200000.0,3423420000.0,-0.07,0.15,57.08,13.75,汽车零部件
3218,300509,新美星,6.85,0.59,0.04,104819.0,71717040.81,4.26,7.0,6.71,6.95,6.81,0.66,4.24,55.93,3.6,2030340000.0,1692659133.0,0.15,0.44,38.1,-3.66,专用设备
3219,300891,惠云钛业,8.57,0.59,0.05,39243.0,33669976.0,3.29,8.75,8.47,8.58,8.52,0.9,1.18,209.54,2.66,3428064772.0,2848777336.0,0.35,0.35,20.53,-11.38,化学原料
3220,002186,全 聚 德,12.0,0.59,0.07,87235.0,103747213.28,3.02,12.06,11.7,11.9,11.93,0.64,2.85,39.21,4.21,3683059056.0,3678136056.0,0.25,0.33,35.14,2.92,旅游酒店
3221,603601,再升科技,3.44,0.58,0.02,119274.0,40893040.0,3.22,3.49,3.38,3.43,3.42,0.74,1.17,29.01,1.68,3514477641.0,3514477641.0,0.0,-0.29,27.41,-18.29,玻璃玻纤
3222,300200,高盟新材,8.6,0.58,0.05,45778.0,39339295.4,2.92,8.73,8.48,8.6,8.55,0.79,1.08,25.15,2.32,3706369572.0,3641152383.0,-0.12,0.0,22.86,-2.6,化学制品
3223,872953,国子软件,32.74,0.58,0.19,19999.0,65029632.23,7.28,34.0,31.63,32.41,32.55,0.75,7.71,85.35,5.89,3008966426.0,849413108.0,0.55,0.52,155.58,74.15,软件开发
3224,000735,罗 牛 山,6.9,0.58,0.04,210439.0,144721954.5,2.19,6.96,6.81,6.85,6.86,0.49,1.83,17.41,1.84,7945443688.0,7941192867.0,0.0,0.15,40.82,20.0,农牧饲渔
3225,002391,长青股份,5.18,0.58,0.03,44914.0,23188595.0,1.94,5.21,5.11,5.17,5.15,0.76,0.97,57.56,0.76,3364889409.0,2404145801.0,0.19,0.19,13.1,-15.08,农药兽药
3226,002338,奥普光电,39.81,0.58,0.23,41939.0,165247837.3,3.13,40.0,38.76,39.98,39.58,0.71,1.75,157.85,7.39,9554400000.0,9554161140.0,0.03,0.05,47.23,18.41,仪器仪表
3227,301093,华兰股份,22.56,0.58,0.13,13327.0,30052922.79,3.03,22.89,22.21,22.49,22.43,0.89,1.51,41.16,1.28,2866900932.0,1991847126.0,-0.18,0.0,12.86,-28.83,医疗器械
3228,600135,乐凯胶片,6.95,0.58,0.04,97132.0,67396705.0,5.79,7.17,6.77,7.06,6.91,0.82,1.76,-50.28,1.58,3845484338.0,3845484338.0,-0.14,-0.43,27.29,-13.88,塑料制品
3229,600435,北方导航,10.43,0.58,0.06,117724.0,122481565.0,2.31,10.55,10.31,10.37,10.37,0.74,0.78,-159.37,6.01,15671742280.0,15671742280.0,-0.1,0.19,15.25,-10.85,通信设备
3230,301116,益客食品,13.95,0.58,0.08,130270.0,178085305.8,8.44,14.42,13.25,13.68,13.87,1.1,11.18,33.31,3.42,6263265322.0,1625155010.0,-0.21,-0.29,38.39,9.5,食品饮料
3231,688652,京仪装备,54.09,0.58,0.31,25564.0,136523510.0,4.18,54.45,52.2,54.35,53.78,0.72,2.5,52.51,4.43,9087120000.0,5528538900.0,0.04,0.09,47.14,-10.12,半导体
3232,600817,宇通重工,12.23,0.58,0.07,71719.0,86783509.0,3.04,12.31,11.94,12.09,12.16,0.48,1.36,37.66,2.82,6565668040.0,6448259502.0,0.0,0.16,28.74,32.65,工程机械
3233,002423,中粮资本,14.01,0.57,0.08,255774.0,357367482.0,1.51,14.07,13.86,13.9,13.93,0.73,1.11,18.95,1.48,32280519106.0,32280519106.0,0.07,0.07,72.54,113.89,多元金融
3234,600011,华能国际,7.01,0.57,0.04,461667.0,321594844.0,1.72,7.02,6.9,6.95,6.97,0.8,0.42,7.93,1.89,110043634447.0,77093946532.0,0.0,-0.14,2.04,-6.53,电力行业
3235,600372,中航机载,12.27,0.57,0.07,156072.0,191201732.0,0.9,12.31,12.2,12.24,12.2,0.84,0.33,37.02,1.6,59373261650.0,58365958061.0,0.0,0.08,11.95,-5.98,航天航空
3236,600681,百川能源,3.52,0.57,0.02,84954.0,29862769.0,1.43,3.54,3.49,3.5,3.5,0.75,0.63,20.55,1.34,4719808931.0,4716126877.0,-0.28,0.0,8.98,-5.12,燃气
3237,001914,招商积余,10.56,0.57,0.06,62998.0,66693100.12,2.0,10.71,10.5,10.5,10.5,1.02,0.59,13.55,1.1,11197254394.0,11197219546.0,-0.09,-0.09,14.78,-10.43,房地产服务
3238,300963,中洲特材,8.82,0.57,0.05,23070.0,20366271.05,2.62,8.95,8.72,8.86,8.77,0.62,1.15,29.77,2.77,2889432000.0,1768692178.0,0.0,0.11,22.16,-5.36,有色金属
3239,301396,宏景科技,26.49,0.57,0.15,29109.0,76277592.59,3.99,26.78,25.73,26.3,26.34,0.78,5.71,-70.7,2.34,2904771308.0,1349498587.0,-0.08,-0.04,38.04,-20.93,互联网服务
3240,002877,智能自控,8.83,0.57,0.05,110039.0,96188281.92,3.99,8.92,8.57,8.71,8.78,0.65,4.7,69.5,2.72,3121278863.0,2066713279.0,0.11,0.23,29.66,-15.34,仪器仪表
3241,836260,中寰股份,10.65,0.57,0.06,14956.0,15714887.15,6.04,10.9,10.26,10.63,10.59,0.56,3.51,25.45,2.65,1102807500.0,453330999.0,0.95,1.43,96.49,13.66,仪器仪表
3242,601007,金陵饭店,7.1,0.57,0.04,101605.0,71698544.0,2.12,7.13,6.98,7.08,7.06,0.68,2.61,49.66,1.75,2769000000.0,2769000000.0,0.14,0.28,11.99,-10.8,旅游酒店
3243,688090,瑞松科技,37.29,0.57,0.21,30309.0,112083338.0,4.31,37.88,36.28,37.44,37.08,0.93,3.22,618.73,3.93,3512512122.0,3512512122.0,-0.05,-0.08,-14.04,62.27,专用设备
3244,603137,恒尚节能,10.66,0.57,0.06,16432.0,17454216.0,3.11,10.8,10.47,10.69,10.6,0.56,2.23,16.72,1.62,1950069340.0,785997340.0,-0.19,-0.19,10.01,-23.14,装修建材
3245,605208,永茂泰,7.12,0.56,0.04,40360.0,28706050.0,3.11,7.24,7.02,7.1,7.08,0.66,1.22,49.01,1.12,2349172800.0,2349172800.0,-0.14,-0.28,15.4,-24.89,汽车零部件
3246,600221,海航控股,1.78,0.56,0.01,4670830.0,829676784.0,2.26,1.79,1.75,1.77,1.77,0.75,1.42,26.55,17.66,76923825912.0,58513364448.0,0.0,0.0,67.92,29.93,航空机场
3247,603936,博敏电子,8.91,0.56,0.05,234915.0,208230519.0,4.29,9.06,8.68,8.92,8.86,0.83,3.73,82.66,1.24,5616846216.0,5616846216.0,-0.11,-0.11,24.96,-14.49,电子元件
3248,300452,山河药辅,12.48,0.56,0.07,22758.0,28372991.4,1.77,12.57,12.35,12.44,12.41,0.66,1.22,17.92,3.35,2925899845.0,2331261292.0,0.0,0.0,16.74,-10.79,化学制药
3249,603033,三维股份,12.49,0.56,0.07,39671.0,48935444.0,2.82,12.52,12.17,12.37,12.42,0.97,0.39,179.12,3.72,12879232789.0,12646512415.0,-0.08,-0.08,-10.66,-20.75,橡胶制品
3250,300864,南大环境,21.47,0.56,0.12,7906.0,16994253.0,2.2,21.72,21.25,21.36,21.35,0.68,0.51,19.17,2.63,3359811723.0,3359811723.0,-0.37,0.14,15.37,1.71,环保行业
3251,002278,神开股份,5.37,0.56,0.03,79080.0,42411375.2,3.75,5.46,5.26,5.38,5.34,0.7,2.37,72.34,1.75,1954194810.0,1794689018.0,0.19,0.19,22.32,-7.73,专用设备
3252,301097,天益医疗,37.65,0.56,0.21,6482.0,24252044.6,3.07,38.05,36.9,37.49,37.44,0.93,3.53,262.44,1.86,2219368405.0,690778405.0,0.03,0.35,6.06,-27.78,医疗器械
3253,603313,梦百合,7.18,0.56,0.04,78697.0,56289602.0,3.64,7.28,7.02,7.14,7.14,0.74,1.38,-20.08,1.09,4096813834.0,4096813834.0,0.14,0.14,25.09,-31.62,装修建材
3254,300047,天源迪科,12.61,0.56,0.07,203671.0,255504074.21,3.35,12.8,12.38,12.6,12.54,0.73,3.71,187.1,2.41,8041960314.0,6931956767.0,0.0,0.08,41.21,44.28,软件开发
3255,000915,华特达因,25.24,0.56,0.14,21986.0,55301912.86,0.72,25.24,25.06,25.07,25.1,0.56,0.94,12.14,2.14,5914526681.0,5911390611.0,0.04,0.16,-4.39,-4.61,化学制药
3256,002090,金智科技,9.02,0.56,0.05,100613.0,90684472.94,4.35,9.2,8.81,8.95,8.97,0.77,2.54,74.12,2.44,3613205180.0,3572077958.0,0.11,0.0,22.22,-8.98,电网设备
3257,002849,威星智能,18.06,0.56,0.1,33978.0,61131749.02,4.4,18.39,17.6,18.3,17.96,0.59,1.79,45.11,2.99,3984650329.0,3429827787.0,0.0,0.06,70.7,-3.01,仪器仪表
3258,603708,家家悦,10.87,0.56,0.06,80505.0,87261681.0,2.87,11.02,10.71,10.81,10.81,0.61,1.26,27.69,2.86,6938731984.0,6938731984.0,0.09,0.28,35.03,-14.88,商业百货
3259,002311,海大集团,49.19,0.55,0.27,40906.0,200475643.93,1.49,49.27,48.54,48.89,48.92,0.73,0.25,16.94,3.69,81839861024.0,81779422895.0,0.08,0.24,34.73,10.76,农牧饲渔
3260,600006,东风股份,7.29,0.55,0.04,373109.0,271486666.0,2.07,7.36,7.21,7.29,7.25,0.57,1.87,-95.38,1.79,14580000000.0,14580000000.0,0.0,0.14,20.1,27.0,汽车整车
3261,603858,步长制药,16.41,0.55,0.09,30786.0,50412663.0,0.67,16.43,16.32,16.36,16.32,0.8,0.28,43.51,1.63,18150159804.0,18150159804.0,-0.12,0.0,5.53,-2.78,中药
3262,600031,三一重工,16.41,0.55,0.09,357518.0,585466317.0,1.29,16.48,16.27,16.31,16.32,0.65,0.42,21.43,1.96,139074389587.0,138897781885.0,-0.06,0.0,-1.56,21.11,工程机械
3263,603587,地素时尚,12.77,0.55,0.07,80229.0,102156177.0,2.28,12.89,12.6,12.71,12.7,0.36,1.69,16.38,1.67,6091944871.0,6054164890.0,0.08,0.16,19.57,3.74,纺织服装
3264,600111,北方稀土,21.92,0.55,0.12,180598.0,394984815.0,1.1,21.99,21.75,21.8,21.8,0.67,0.5,146.63,3.62,79242243257.0,79242243257.0,0.0,0.09,28.79,13.75,小金属
3265,002765,蓝黛科技,9.14,0.55,0.05,452207.0,415150369.74,5.72,9.51,8.99,9.46,9.09,0.67,7.59,43.14,2.4,5960450743.0,5446264505.0,0.0,0.11,85.4,36.21,光学光电子
3266,603169,兰石重装,5.49,0.55,0.03,103264.0,56677406.0,2.56,5.57,5.43,5.46,5.46,0.84,0.79,55.74,2.21,7171541971.0,7171541971.0,0.0,-0.18,23.37,-10.88,专用设备
3267,002508,老板电器,22.01,0.55,0.12,67186.0,148141467.35,1.78,22.25,21.86,21.88,21.89,1.17,0.72,12.96,1.92,20780290647.0,20510110942.0,0.05,-0.05,14.46,8.53,家电行业
3268,000856,冀东装备,7.35,0.55,0.04,59337.0,43864288.0,5.34,7.64,7.25,7.37,7.31,0.81,2.61,111.37,4.01,1668450000.0,1668450000.0,0.0,0.0,17.6,-23.2,专用设备
3269,688287,ST观典,5.52,0.55,0.03,47735.0,25900360.0,6.01,5.58,5.25,5.5,5.49,0.92,1.29,-25.23,2.24,2045246112.0,2045246112.0,0.0,0.18,43.01,-43.73,航天航空
3270,002399,海普瑞,11.05,0.55,0.06,24434.0,26978982.4,1.18,11.1,10.97,11.01,10.99,0.67,0.2,15.59,1.34,16213623054.0,13781578829.0,-0.09,0.0,17.18,-5.8,化学制药
3271,601118,海南橡胶,5.53,0.55,0.03,277281.0,152198818.0,2.36,5.56,5.43,5.5,5.5,0.84,0.65,-38.54,2.55,23665235717.0,23665235717.0,-0.18,0.18,7.17,31.04,橡胶制品
3272,688620,安凯微,11.07,0.54,0.06,218510.0,240124127.0,8.17,11.5,10.6,11.21,11.01,0.58,9.57,-145.42,2.94,4339440000.0,2528371616.0,0.09,-0.18,61.84,-6.11,半导体
3273,688251,井松智能,16.66,0.54,0.09,9889.0,16443418.0,3.08,16.89,16.38,16.88,16.57,0.74,1.91,32.94,1.73,1446867855.0,861206230.0,-0.12,0.0,18.75,-16.28,通用设备
3274,688690,纳微科技,18.6,0.54,0.1,33428.0,61677255.0,2.16,18.66,18.26,18.56,18.5,0.8,0.83,134.11,4.38,7510954629.0,7510954629.0,0.11,0.11,30.62,-32.04,化学制药
3275,300615,欣天科技,13.02,0.54,0.07,67545.0,87754986.68,4.79,13.28,12.66,13.09,12.95,0.67,5.11,-106.78,4.77,2515695756.0,1721664507.0,0.15,0.0,28.15,-17.12,通信设备
3276,605286,同力日升,31.76,0.54,0.17,9268.0,29203596.0,2.41,31.87,31.11,31.41,31.59,0.61,0.55,18.19,2.74,5335680000.0,5335680000.0,0.38,0.38,47.31,8.17,专用设备
3277,600584,长电科技,39.24,0.54,0.21,502994.0,1946568051.0,3.18,39.29,38.05,39.1,39.03,0.88,2.81,48.93,2.62,70216627727.0,70216627727.0,0.0,0.05,35.31,31.85,半导体
3278,688789,宏华数科,69.19,0.54,0.37,11684.0,80527355.0,2.69,69.73,67.88,69.19,68.82,0.68,0.65,30.04,4.09,12416237661.0,12416237661.0,0.03,0.23,13.06,4.01,专用设备
3279,600217,中再资环,5.61,0.54,0.03,103582.0,57869376.0,1.97,5.64,5.53,5.58,5.58,0.74,0.75,110.16,2.67,9299437106.0,7790381377.0,0.18,0.36,13.56,28.97,环保行业
3280,601992,金隅集团,1.88,0.53,0.01,554563.0,104397108.0,1.6,1.9,1.87,1.88,1.87,0.73,0.67,-34.49,0.46,20074209732.0,15668217536.0,0.0,0.0,29.66,-0.53,水泥建材
3281,000516,国际医学,5.64,0.53,0.03,188611.0,105926378.47,2.67,5.7,5.55,5.61,5.61,0.62,0.85,-45.08,3.49,12748558513.0,12544286900.0,0.18,0.18,31.47,-30.46,医疗服务
3282,301357,北方长龙,33.93,0.53,0.18,14772.0,49792347.74,4.68,34.44,32.86,33.77,33.75,0.9,6.21,-232.9,2.87,3230136000.0,807534000.0,0.03,-0.06,36.76,-5.8,汽车零部件
3283,301335,天元宠物,22.62,0.53,0.12,28038.0,63103385.08,2.98,22.9,22.23,22.51,22.5,0.64,5.62,39.24,1.51,2850120000.0,1128172590.0,0.58,0.18,31.36,7.97,家用轻工
3284,002081,金 螳 螂,3.77,0.53,0.02,153428.0,57655316.14,1.6,3.79,3.73,3.75,3.75,0.6,0.58,16.04,0.74,10010570308.0,9965765464.0,0.27,0.0,24.83,3.01,装修装饰
3285,000156,华数传媒,7.54,0.53,0.04,142671.0,107081042.0,1.73,7.58,7.45,7.5,7.5,0.52,0.84,29.79,0.95,13971110613.0,12817064113.0,0.0,0.13,18.55,5.45,文化传媒
3286,603380,易德龙,24.7,0.53,0.13,43115.0,107272862.0,6.11,25.78,24.28,24.56,24.57,1.54,2.69,21.41,2.73,3962897640.0,3962897640.0,-0.08,0.12,18.75,-2.56,消费电子
3287,600231,凌钢股份,1.9,0.53,0.01,149527.0,28222805.0,3.7,1.92,1.85,1.89,1.89,0.71,0.53,-2.98,0.91,5419112290.0,5356450290.0,0.53,0.0,16.56,-11.63,钢铁行业
3288,300144,宋城演艺,9.55,0.53,0.05,242289.0,230769681.91,1.79,9.61,9.44,9.51,9.5,0.52,1.03,18.64,3.11,25046502702.0,22497092728.0,0.0,0.0,27.33,-2.25,旅游酒店
3289,000901,航天科技,11.47,0.53,0.06,117746.0,134993116.64,2.1,11.6,11.36,11.55,11.41,0.64,1.48,-634.45,2.18,9155370127.0,9155278080.0,0.09,0.09,20.1,23.07,汽车零部件
3290,603348,文灿股份,24.87,0.53,0.13,30011.0,74752084.0,2.38,25.2,24.61,24.74,24.74,0.71,1.11,60.36,1.84,7821047765.0,6721432678.0,0.0,0.04,18.65,-35.65,汽车零部件
3291,300305,裕兴股份,5.74,0.53,0.03,54623.0,31376757.0,4.55,5.9,5.64,5.75,5.71,0.78,1.7,-9.86,0.9,2154794921.0,1845268434.0,-0.35,-0.17,19.09,-41.84,光伏设备
3292,600199,金种子酒,13.43,0.52,0.07,130011.0,173226197.0,2.47,13.48,13.15,13.38,13.36,0.67,1.98,-66.57,3.65,8834211346.0,8834211346.0,-0.07,0.15,20.99,-27.48,酿酒行业
3293,002339,积成电子,7.69,0.52,0.04,763760.0,590093726.45,9.67,8.13,7.39,7.39,7.65,0.59,15.95,-31.97,2.3,3876469587.0,3681922815.0,-0.13,0.13,26.27,6.22,电网设备
3294,603600,永艺股份,11.54,0.52,0.06,37845.0,43459809.0,3.48,11.72,11.32,11.43,11.48,0.88,1.26,12.75,1.75,3822199982.0,3471440112.0,-0.09,0.17,18.6,10.11,装修建材
3295,603132,金徽股份,11.55,0.52,0.06,21777.0,25200625.0,2.09,11.68,11.44,11.44,11.49,0.74,1.36,24.21,3.6,11295900000.0,1843380000.0,0.09,0.09,5.38,-12.96,有色金属
3296,001210,金房能源,13.48,0.52,0.07,14691.0,19803896.2,2.68,13.69,13.33,13.48,13.41,0.6,1.85,20.99,1.39,1761529060.0,1070565437.0,0.0,0.3,18.56,-17.4,公用事业
3297,301359,东南电子,23.11,0.52,0.12,16110.0,37142724.9,4.65,23.65,22.58,23.3,22.99,0.92,6.15,44.58,2.35,1983762400.0,605829944.0,0.13,0.17,24.18,-11.49,电子元件
3298,001368,通达创智,19.28,0.52,0.1,13143.0,25284781.73,3.28,19.56,18.93,19.22,19.18,0.66,4.17,19.63,1.64,2195367328.0,607039958.0,-0.05,0.05,13.01,-18.44,塑料制品
3299,601678,滨化股份,3.86,0.52,0.02,195137.0,75421492.0,2.08,3.91,3.83,3.83,3.84,0.73,0.96,31.49,0.7,7944020025.0,7835168025.0,-0.26,0.0,14.2,-7.21,化学原料
3300,002674,兴业科技,9.65,0.52,0.05,18398.0,17724954.0,3.23,9.85,9.54,9.85,9.6,0.6,0.64,19.25,1.2,2816477410.0,2787650042.0,0.1,-0.1,18.4,-16.59,纺织服装
3301,002669,康达新材,9.65,0.52,0.05,74652.0,72250724.5,4.9,9.95,9.48,9.95,9.6,0.56,2.47,-28.71,1.01,2927810000.0,2910683180.0,0.1,0.21,19.14,-18.57,化学制品
3302,834599,同力股份,13.52,0.52,0.07,30743.0,41499053.2,3.05,13.75,13.34,13.52,13.45,0.64,0.9,10.09,2.26,6185738000.0,4604638125.0,-0.07,-0.07,62.7,34.26,工程机械
3303,301307,美利信,21.3,0.52,0.11,30789.0,65596272.43,3.16,21.65,20.98,21.31,21.19,0.77,2.82,-70.19,1.41,4485780000.0,2321521932.0,0.09,0.19,11.23,-38.39,通信设备
3304,688788,科思科技,32.94,0.52,0.17,6380.0,20997668.0,3.3,33.38,32.3,32.99,32.77,0.48,0.6,-13.63,1.55,3483336650.0,3483336650.0,-0.15,0.09,48.51,-14.84,通信设备
3305,603755,日辰股份,27.27,0.52,0.14,12673.0,34342777.0,2.8,27.48,26.72,27.24,27.13,0.85,1.29,37.05,3.74,2689195081.0,2689195081.0,0.0,-0.33,21.2,2.6,食品饮料
3306,300226,上海钢联,23.39,0.52,0.12,74568.0,173459204.44,2.62,23.56,22.95,23.39,23.27,0.72,2.43,43.98,3.82,7454894061.0,7167472712.0,-0.17,-0.13,41.5,-17.67,互联网服务
3307,603053,成都燃气,9.76,0.51,0.05,23785.0,23169050.0,0.93,9.79,9.7,9.71,9.71,0.66,0.27,15.5,1.89,8675566400.0,8675566400.0,0.0,0.0,16.19,-1.81,燃气
3308,688358,祥生医疗,25.48,0.51,0.13,5121.0,12964740.0,2.84,25.62,24.9,25.52,25.35,0.62,0.46,21.77,2.08,2856933203.0,2856933203.0,0.31,-0.04,25.27,-31.1,医疗器械
3309,000822,山东海化,5.88,0.51,0.03,76193.0,44870299.0,1.88,5.95,5.84,5.87,5.85,0.55,0.85,22.98,1.0,5263140525.0,5263140525.0,0.0,0.17,15.52,-12.76,化学原料
3310,300819,聚杰微纤,13.78,0.51,0.07,23090.0,31751520.0,3.94,14.05,13.51,13.74,13.71,0.66,1.71,26.64,2.36,2056044900.0,1857023805.0,0.15,-0.14,27.71,-9.64,纺织服装
3311,600015,华夏银行,7.89,0.51,0.04,352886.0,278027674.0,1.27,7.91,7.81,7.85,7.85,0.9,0.23,5.09,0.43,125568785613.0,121405197226.0,0.0,-0.13,17.59,50.57,银行
3312,688351,微电生理-U,19.75,0.51,0.1,21374.0,42228452.0,4.33,20.1,19.25,19.25,19.65,0.81,1.71,167.06,5.37,9294350000.0,2465982650.0,0.0,0.2,13.31,-23.0,医疗器械
3313,002200,ST交投,5.93,0.51,0.03,13487.0,7886484.6,3.39,5.95,5.75,5.89,5.9,0.86,0.73,-27.62,72.75,1091908038.0,1091908038.0,0.0,0.17,22.02,-31.52,农牧饲渔
3314,600136,ST明诚,1.98,0.51,0.01,62402.0,12273945.0,5.08,2.01,1.91,1.91,1.97,0.77,0.32,-106.3,11.7,4040835343.0,3847317198.0,0.0,0.51,47.76,-12.0,文化传媒
3315,000768,中航西飞,25.82,0.51,0.13,109519.0,281389620.25,1.28,25.85,25.52,25.72,25.69,0.82,0.4,57.08,3.54,71824528633.0,71486415733.0,0.0,-0.04,12.11,15.94,航天航空
3316,600784,鲁银投资,5.96,0.51,0.03,45257.0,26945275.0,2.19,6.02,5.89,5.98,5.93,0.57,0.8,11.89,1.29,4026887571.0,3386339962.0,-0.17,0.0,16.41,-2.13,综合行业
3317,601127,赛力斯,131.34,0.51,0.66,224674.0,2924366414.0,2.62,131.52,128.1,130.9,130.68,0.99,1.49,36.83,15.26,198294793229.0,198294793229.0,0.03,0.11,68.41,73.11,汽车整车
3318,688018,乐鑫科技,239.0,0.5,1.2,71386.0,1696497973.0,5.94,244.0,229.88,240.98,237.8,0.7,6.36,80.09,13.17,26815903009.0,26815903009.0,-0.21,0.04,159.59,228.21,半导体
